* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = Yes
* Calibration Background performed on = 04-20-2016
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 04-21-2016
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 04-20-2016
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 04-21-2016
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 04-21-2016
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 04-20-2016
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 04-20-2016
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 04-21-2016
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 04-20-2016
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 04-20-2016
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 04-20-2016
* Chemistry = TAQMAN
* Date Created = 2017-01-02 11:06:00 AM EST
* Experiment Barcode = 
* Experiment Comment = NA
* Experiment File Name = \\vmware-host\Shared Folders\Desktop\mix_qpcr_data\Nate_QDNA_P3_20161208.eds
* Experiment Name = Nate_QDNA_P3_20161208
* Experiment Run End Time = 2016-12-08 18:55:57 PM EST
* Experiment Type = Standard Curve
* Instrument Name =       272310160
* Instrument Serial Number = 272310160
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = 
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step3
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	HIGHSD	OUTLIERRG	CQCONF
1	A1	false		Target 1	STANDARD	SYBR	None	14.013	13.966	0.067	20.000			19.140	0.982	-3.661	87.554	true	1,808,034.125	true	3	7	Inconclusive			N	N	N
2	A2	false		Target 1	STANDARD	SYBR	None	13.919	13.966	0.067	20.000			19.140	0.982	-3.661	87.554	true	1,808,034.125	true	3	7	Inconclusive			N	N	N
3	A3	false		Target 1	UNKNOWN	SYBR	None	16.679	18.797	5.197	4.700	4.020	4.166	19.140	0.982	-3.661	87.554	true	1,808,034.125	true	3	8	Inconclusive			Y	N	N
4	A4	false		Target 1	UNKNOWN	SYBR	None	15.818	18.797	5.197	8.078	4.020	4.166	19.140	0.982	-3.661	87.554	true	1,808,034.125	true	3	8	Inconclusive			Y	N	N
5	A5	false		Target 1	UNKNOWN	SYBR	None	17.768	18.797	5.197	2.369	4.020	4.166	19.140	0.982	-3.661	87.554	true	1,808,034.125	true	3	9	Inconclusive			Y	N	N
6	A6	false		Target 1	UNKNOWN	SYBR	None	15.901	18.797	5.197	7.666	4.020	4.166	19.140	0.982	-3.661	87.554	true	1,808,034.125	true	3	8	Inconclusive			Y	N	N
7	A7	false		Target 1	UNKNOWN	SYBR	None	19.183	18.797	5.197	0.973	4.020	4.166	19.140	0.982	-3.661	87.554	true	1,808,034.125	true	3	9	Inconclusive			Y	N	N
8	A8	false		Target 1	UNKNOWN	SYBR	None	36.817	18.797	5.197	0.000	4.020	4.166	19.140	0.982	-3.661	87.554	true	1,808,034.125	true	3	17	Amp			Y	N	N
13	B1	false		Target 1	STANDARD	SYBR	None	18.842	18.151	0.978	2.000			19.140	0.982	-3.661	87.554	true	1,808,034.125	true	3	9	Inconclusive			Y	N	N
14	B2	false		Target 1	STANDARD	SYBR	None	17.460	18.151	0.978	2.000			19.140	0.982	-3.661	87.554	true	1,808,034.125	true	3	8	Inconclusive			Y	N	N
15	B3	false		Target 1	UNKNOWN	SYBR	None	17.918	18.797	5.197	2.156	4.020	4.166	19.140	0.982	-3.661	87.554	true	1,808,034.125	true	3	9	Inconclusive			Y	N	N
